https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F2018%2F9%2F4%2Ffadeff30ee7c1dc1.jpg|Waqful Waqifin Foundation (Gift of the Givers Foundation)|Pietermaritzburg|null|South Africa|https://www.giftofthegivers.org|To promote, encourage and project these principles in all its dimensions, within and beyond South Africa's borders|Arts & Culture Education Environment Animals Health Care Food & Nutrition Sports & Recreation Human Services International Humanitarian Assistance Women and Girls Civil Rights & Social Action Community Improvement Science & Technology|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2FY1AhpkjgQGwHV4hdzEzT_comedy-gives-back-logo.png|Comedy Gives Back: Laugh Aid|null|null|USA|https://www.comedygivesback.com/|WE'RE CREATING A SAFETY NET For comedians, being onstage alone is part of the job|Arts & Culture|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2Fbatched%2F907.jpg|Step Up Women's Network|Los Angeles|California|USA|http://www.suwn.org/|Step Up Women’s Network is a nonprofit membership organization igniting women and girls to fulfill their potential|Arts & Culture Youth Development Community Improvement Women and Girls|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F2014%2F09%2F03%2FPBS_logo.jpg|Public Broadcasting Service|Arlington|Virginia|USA|http://www.pbs.org/|PBS mission is to inform, to inspire, and to educate|Arts & Culture|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2Fu2kdvG88RxW4QjLqj9kq_AB-lockup_black.png|Anita Borg Institute for Women and Technology|Belmont|California|USA|http://www.anitaborg.org/|At AnitaB, we envision a future where the people who imagine and build technology mirror the people and societies for whom they build it|Arts & Culture Science & Technology|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F2017%2F3%2F17%2F9Yry7vOhQFumjVTFr2j7_hp_circleLogo.png|The Harmony Project|Los Angeles|California|USA|http://www.harmony-project.org/|Harmony Project uses the power of music to engage children from under-resourced communities|Arts & Culture Education|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit%2Cf_jpg/prod-media/images%2Fnpos%2Flogos%2F2018%2F6%2F15%2Fded12f331cc253d7.jpeg|GLAAD|Pasadena|California|USA|http://www.glaad.org/|The Gay and Lesbian Alliance Against Defamation (GLAAD) amplifies the voice of the LGBT community by empowering real people to share their stories, holding the media accountable for the words and images they present, and helping grassroots organizations communicate effectively|Arts & Culture International Civil Rights & Social Action LGBTQIA|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit%2Cf_jpg/prod-media/images%2Fnpos%2Flogos%2F2014%2F10%2F13%2FqtOYr-lB.jpeg|MusiCares Foundation|Santa Monica|California|USA|http://www.musicares.org/|Established in 1989 by the Recording Academy, MusiCares provides a safety net of critical assistance for music people in times of need|Arts & Culture Human Services|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F2017%2F1%2F16%2Fnew+rising+logo_color+300dpi.jpg|Rising International|Santa Cruz|California|USA|http://www.risinginternational.org|Rising International's mission is to contribute to the end of extreme poverty by enabling the world's poorest people, women, to join the global economy through micro-enterprise|Arts & Culture International Humanitarian Assistance Community Improvement|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F2018%2F11%2F24%2Febd39b00ea275c45.png|Voices Of Our City Choir|San Diego|California|USA|http://www.voicesofourcity.org|Voices of Our City Choir is transforming the perception and experience of homelessness through the healing power of the arts|Arts & Culture Civil Rights & Social Action|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2Fbatched%2F232.jpg|National Park Foundation|Washington|District of Columbia|USA|http://www.nationalparks.org/|The National Park Foundation, in partnership with the National Park Service, enriches America’s national parks and programs through private support, safeguarding our heritage and inspiring generations of national park enthusiasts|Arts & Culture Environment Animals|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F2020%2F6%2F1%2F8131c0c40fb4eee5.png|Marsha P Johnson Institute|null|null|USA|https://marshap.org/|The Marsha P Johnson Institute protects and defends the human rights of Black transgender people through organizing, advocating, creating an intentional community to heal, developing transformative leadership, and promoting collective power|Arts & Culture|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F2018%2F12%2F26%2F2909b68127cc9cbc.jpg|Pinups For Pitbulls|Weaverville|North Carolina|USA|http://www.pinupsforpitbulls.org|PFPB is a 501(c)3 not-for-profit organization whose mission is to educate people about the history, temperament, and plight of the pit bull-type dog; raising awareness to rally against Breed Specific Legislation (BSL) and Breed Discriminatory Laws (BDL)|Arts & Culture Education Animals|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2FnaldKmrwQHS7ayBEatKt_ICAF+boy.jpg|International Child Art Foundation|Washington|District of Columbia|USA|https://icaf.org|The ICAF plants the seeds of freedom, prosperity, and peace by fostering schoolchildren's innate creativity and intrinsic empathy|Arts & Culture|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F2019%2F1%2F24%2F7728a60633cc8f56.png|Emma Bowen Foundation|New York|New York|USA|http://www.emmabowenfoundation.org|The Emma Bowen Foundation is building a more diverse media industry|Arts & Culture|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F2020%2F6%2F1%2Fc9cf3801e3ebd358.png|Black Lives Matter|null|null|USA|https://blacklivesmatter.com/about/|#BlackLivesMatter was founded in 2013 in response to the acquittal of Trayvon Martin’s murderer|Arts & Culture|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F2015%2F12%2F02%2FScreen_Shot_2015-12-02_at_4.28.42_PM.png|Wreaths Across America|Columbia Falls|Maine|USA|http://wreathsacrossamerica.org/|Wreaths Across America proudly works to ensure that we, as a Nation, Remember those who gave their lives while serving our country, Honor those who serve, and Teach our children the value of freedom|Arts & Culture Youth Development Community Improvement Military & Veterans|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F2014%2F09%2F03%2FNPR-logo-square.png|National Public Radio, Inc.|Washington|District of Columbia|USA|http://www.npr.org/|NPR's mission is to work in partnership with member stations to create a more informed public-one challenged and invigorated by a deeper understanding and appreciation of events, ideas and cultures|Arts & Culture|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2Fkb9Wsn5eTHSBDm8PpM3C_VOTW+Logo+Ape+PNG.png|Visions Of The World|Beverly Hills|California|USA|https://www.visionsoftheworld.org|VISIONS OF THE WORLD was started with the mission to raise awareness, change perceptions, educate and support those who need representation|Arts & Culture Animals|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F3KOxX2FOQ6G8kNGZoBCq_CMA_Foundation_NoTag_4C.png|The CMA Foundation|Nashville|Tennessee|USA|http://www.cmafoundation.org|Guided by the generosity of the Country Music community, the CMA Foundation focuses on improving and sustaining music education programs everywhere while supporting worthwhile causes important to the Country Music Association|Arts & Culture Philanthropy & Grantmaking|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F2018%2F9%2F4%2F40261d72bfc04660.jpg|Art & Global Health Center Africa|Zomba|null|Malawi|http://www.aghcafrica.org|The Art & Global Health Center Africa (ArtGlo) fosters creative leadership and implements innovative arts-based health-oriented programs that inspire and mobilize|Arts & Culture Education Health Care International Civil Rights & Social Action Women and Girls|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F2014%2F09%2F25%2Fcivil-war-trust-logo.png|Civil War Preservation Trust|Washington|District of Columbia|USA|http://www.civilwar.org/|The preservation of America's significant Civil War battlefields by protecting the land, and educating the public about the vital roles those battlefields played in directing the course of our nation's history|Arts & Culture Education Environment|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F2018%2F3%2F1%2F840c5dd9a2cac655.png|Polynesian Voyaging Society|Honolulu|Hawaii|USA|http://www.hokulea.com|Founded on a legacy of Pacific Ocean exploration, the Polynesian Voyaging Society seeks to perpetuate the art and science of traditional Polynesian voyaging and the spirit of exploration through experiential educational programs that inspire students and their communities to respect and care for themselves, each other, and their natural and cultural environments|Arts & Culture|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F2015%2F06%2F03%2Foutfest-logo.png|Outfest|Los Angeles|California|USA|http://www.outfest.org/|Outfest protects our past, showcases our present and nurtures our future by fostering artistic expression of gender, sexuality, and LGBTQ culture and its transformative social impact on the world|Arts & Culture LGBTQIA Civil Rights & Social Action|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F2015%2F04%2F06%2Fndwa_logo_low_res.jpg|The National Domestic Workers Alliance|New York|New York|USA|http://www.domesticworkers.org/|The National Domestic Workers Alliance (NDWA) is the nation’s leading voice for dignity and fairness for the millions of domestic workers in the United States, most of whom are women|Arts & Culture Civil Rights & Social Action|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2FcVVKlEAiQbsTKbyS4ZYA_ZK+Logo+-+512px.png|Knoxville Zoological Gardens|Knoxville|Tennessee|USA|http://www.zooknoxville.org|The mission of Zoo Knoxville is to deliver dynamic guest experiences while inspiring action to save wild animals and wild places|Arts & Culture Animals|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F2018%2F9%2F4%2F890b49999add78e6.jpg|Hopital Magique|Paris|null|France|http://www.magichospital.org|Our Vision: a future where every child experiences a childhood full of play and laughterMission: to bring play and laughter to sick and underpriviledged childrenA little history: We were born 2003 in the Beijing Children Hospital , one of the largest children hospital in the world|Arts & Culture Health Care Sports & Recreation Human Services International|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2F2016%2F3%2F31%2FWeb+Fairyland+Logo+320x72.jpg|Oakland Children's Fairyland Inc|Oakland|California|USA|http://www.fairyland.org|Founded in 1950, Children's Fairyland is a renowned storybook park dedicated to stimulating a child's imagination, creativity, and desire to learn|Arts & Culture Education Sports & Recreation|2
https://res.cloudinary.com/pledgeling/w_220%2Ch_220%2Cc_fit/prod-media/images%2Fnpos%2Flogos%2Fbatched%2F1917.jpg|The Actors Fund|New York|New York|USA|http://www.actorsfund.org/|The Actors Fund is a nationwide human services organization that helps all professionals in performing arts and entertainment|Arts & Culture Human Services|2
